iperm,date_announce
81146,17 Sep 1998
81146,17 Sep 1998
81146,19 Apr 2000
81146,25 Jan 2001
81146,17 Apr 2001
81148,26 Mar 1996
81148,29 Jul 1997
81148,27 Mar 1998
81148,6 Aug 1999
81148,4 Jun 2001
81148,5 Jun 2001
81148,19 Apr 2002
81148,25 Oct 2002
81148,26 Mar 2004
81148,26 Apr 2005
81151,16 Jun 1999
81152,24 Feb 1995
81152,11 Sep 1995
81152,24 Apr 1996
81152,26 Sep 1996
81152,26 Sep 1996
81152,19 Dec 1996
81153,23 Dec 1997
81153,12 Nov 1998
81156,14 Feb 1995
81156,5 Jul 1995
81156,13 May 1998
81156,14 Sep 1998
81156,15 Sep 1998
81156,5 Oct 1998
81156,19 Nov 1998
81156,23 Nov 1998
81156,27 Jan 1999
81156,28 Jan 1999
81156,23 Mar 1999
81156,25 Oct 1999
81156,22 Nov 1999
81156,29 Nov 1999
81156,20 Feb 2001
81157,21 Aug 2000
81161,8 Jun 1994
81161,25 May 1995
81162,22 Oct 1998
81162,17 Dec 1999
81162,20 Apr 2000
81162,4 May 2001
81162,12 Feb 2002
81162,16 Mar 2004
81162,30 Aug 2004
81162,11 Mar 2005
81164,10 Apr 1995
81164,25 Jan 1996
81164,16 May 1997
81165,14 Feb 2000
81166,8 Nov 1993
81166,13 Jul 1995
81166,14 Aug 1995
81169,2 Aug 1995
81170,18 Dec 1995
81170,14 Nov 1996
81173,16 Sep 1994
81174,27 Feb 1996
81175,10 Nov 2001
81176,8 Feb 1999
81178,23 Feb 2000
81178,1 Feb 2001
81178,21 May 2001
81178,11 Jun 2001
81178,31 Jul 2001
81178,3 Sep 2004
81178,2 Dec 2005
81181,29 Dec 1994
81181,29 Dec 1994
81181,21 Feb 1995
81181,9 Apr 1996
81181,31 Jul 1996
81181,19 Aug 1996
81181,3 Sep 1996
81181,29 Mar 2000
81181,8 Jun 2000
81181,30 Jan 2004
81181,22 Jun 2004
81181,26 Oct 2004
81183,4 Aug 1998
81184,17 Aug 1994
81184,17 Aug 1994
81184,19 Oct 1998
81184,19 Oct 1998
81184,14 Feb 2002
81185,27 Jun 1995
81185,12 Nov 1999
81185,29 Jan 2003
81186,6 Sep 1995
81186,12 Sep 1995
81186,29 May 1996
81187,10 Jan 1995
81187,20 Jan 1995
81187,28 Mar 1995
81187,13 Jun 1995
81187,29 Aug 1995
81188,9 Jun 1993
81188,28 Jul 1995
81188,13 Mar 1996
81188,6 Jun 1996
81188,10 Jun 1996
81188,19 Aug 1996
81188,20 Jan 1997
81188,21 Feb 1997
81188,15 Aug 1997
81188,5 May 1998
81188,22 Apr 1999
81188,12 May 1999
81188,2 Jul 1999
81188,7 Jul 1999
81188,27 Jul 1999
81188,30 Sep 1999
81188,29 Nov 1999
81188,1 Dec 2003
81188,20 Aug 2004
81190,9 Nov 1988
81190,22 Feb 1989
81190,13 Dec 1990
81190,8 Dec 1992
81190,22 Apr 1999
81190,17 Nov 1999
81191,5 Nov 1997
81192,21 Apr 1995
81192,23 Aug 1995
81192,6 Mar 1996
81192,16 Apr 1997
81192,18 Nov 1997
81192,24 Nov 1997
81193,7 Dec 1995
81193,23 Jan 1996
81193,26 Jun 1996
81193,10 Oct 1996
81193,23 Jun 1997
81193,8 Aug 1997
81193,9 Oct 1997
81193,20 Mar 1998
81193,8 Oct 1998
81193,4 Feb 1999
81193,23 Aug 1999
81193,5 Sep 1999
81193,8 Dec 1999
81194,2 Jun 1994
81195,17 Sep 1997
81195,9 Jul 1999
81195,18 Aug 1999
81195,27 Jan 2000
81195,7 Feb 2000
81195,3 Mar 2000
81195,1 Jun 2000
81195,8 May 2002
81196,28 Mar 2001
81197,6 Apr 1994
81199,10 Feb 1999
81199,12 Mar 1999
81199,13 Apr 1999
81200,2 Jan 1996
81200,11 Sep 1996
81200,16 Oct 1997
81200,21 Jan 1998
81200,10 Feb 1999
81200,15 Dec 2000
81201,5 Jan 2005
81201,5 Jan 2005
81202,5 Jan 1998
81202,2 Jun 1998
81202,30 Mar 1999
81202,22 Jun 1999
81202,1 Oct 1999
81202,9 May 2000
81202,10 Jul 2000
81202,3 Apr 2001
81202,19 Jul 2001
81203,17 Nov 1995
81203,19 Aug 1998
81203,22 Nov 1999
81204,15 Jan 1997
81204,24 Jun 1997
81204,27 Aug 1997
81204,3 Dec 1997
81204,16 Dec 1997
81204,5 Feb 1998
81204,9 Jul 1998
81204,6 Apr 1999
81204,20 Apr 1999
81204,20 May 1999
81205,2 Nov 1995
81206,20 Oct 1995
81206,1 Apr 1996
81206,23 Dec 1996
81206,24 Dec 1996
81206,8 Sep 1998
81206,10 Nov 2000
81206,24 Jun 2003
81207,23 Oct 1998
81208,28 Aug 1996
81208,23 Jun 1997
81208,2 Jul 1997
81208,22 Oct 1997
81208,9 Jun 1998
81208,5 Jan 1999
81208,5 Jan 1999
81208,9 Jun 1999
81208,22 Jan 2001
81208,22 Jan 2001
81208,20 Oct 2003
81208,20 Oct 2003
81208,5 Feb 2004
81208,5 Feb 2004
81208,2 Jun 2004
81208,8 Jun 2006
81208,19 Jul 2006
81208,31 Oct 2006
81208,28 Nov 2006
81209,15 Oct 1996
81210,10 Aug 1995
81210,17 Oct 1995
81210,28 Feb 1996
81211,13 Apr 1995
81211,17 Aug 1995
81211,13 Sep 1996
81211,11 Aug 1997
81211,20 Apr 1999
81211,29 Jan 2003
81212,1 May 2000
81212,14 Jun 2000
81212,3 Aug 2000
81212,25 May 2004
81212,17 Mar 2005
81213,29 Aug 1994
81213,17 Sep 1996
81214,20 Mar 2000
81214,2 Apr 2002
81215,13 Mar 1996
81215,21 Jun 1996
81215,18 Sep 1996
81215,18 Sep 1996
81215,21 Oct 1996
81215,18 May 1998
81216,8 Jul 1993
81216,2 Dec 1993
81216,25 May 1994
81216,24 May 2000
81218,24 Jun 1997
81219,8 Mar 2001
81219,11 Jun 2001
81220,1 Dec 1995
81220,14 Sep 1998
81220,25 Feb 2000
81220,25 Sep 2000
81220,25 Apr 2002
81220,3 Mar 2005
81221,6 Jan 1999
81222,26 Mar 1999
81222,7 Apr 2000
81222,8 Oct 2002
81222,18 Dec 2002
81222,25 Apr 2003
81222,4 Feb 2004
81222,27 Apr 2004
81222,28 Sep 2004
81222,22 Aug 2005
81224,3 Jun 1996
81224,14 Dec 1998
81225,7 Aug 1997
81225,10 Dec 1998
81225,12 Jun 2000
81227,26 Oct 1984
81229,22 Jun 1987
81229,18 Apr 1988
81229,21 Aug 1990
81229,9 Nov 1995
81230,18 Dec 2000
81231,1 Jul 1997
81231,15 Jun 1999
81232,20 Feb 1996
81239,1 Apr 1997
81239,29 Sep 1997
81239,30 Sep 1997
81239,24 Mar 1998
81239,24 Mar 1998
81239,24 Mar 1998
81239,22 Jun 1998
81239,23 Jun 1998
81239,30 Jun 1998
81239,14 Sep 1998
81239,3 Nov 1998
81239,5 Nov 1998
81239,15 Jun 1999
81240,21 Jul 1995
81240,20 Sep 1995
81240,4 Mar 1996
81240,4 Mar 1996
81240,3 Sep 1996
81240,3 Mar 1997
81240,24 Mar 1997
81240,14 Jul 1997
81240,20 Oct 1997
81240,25 Nov 1997
81240,27 Jan 1998
81240,27 Jan 1998
81240,20 May 1998
81241,19 Sep 2002
81241,11 Jul 2005
81242,8 Sep 1998
81242,27 Feb 2001
81244,29 Feb 1996
81244,30 May 1996
81244,21 Oct 1996
81244,11 Apr 1997
81244,16 Jun 1997
81244,10 Mar 1998
81244,28 Dec 1999
81246,11 May 2000
81248,25 Jun 1996
81248,1 Mar 1998
81248,24 Nov 1998
81252,12 Apr 1995
81252,10 Nov 1995
81252,15 May 1996
81252,16 Jul 1996
81252,21 Nov 1996
81254,13 Mar 1996
81254,4 Oct 1996
81254,29 Dec 1997
81254,11 Dec 2002
81255,17 Jan 1996
81255,24 Jul 1996
81255,7 Apr 1997
81256,6 Nov 1997
81256,13 Feb 2002
81258,11 Oct 1995
81258,9 Nov 1995
81258,22 Nov 1996
81258,27 Nov 1996
81258,27 Nov 1996
81258,1 Jul 1997
81258,4 Aug 1997
81258,22 Sep 1997
81258,1 Oct 1997
81258,1 Oct 1997
81258,15 Jan 1998
81258,4 Feb 1998
81258,6 May 1998
81258,16 Jun 1998
81258,29 Jun 1998
81258,29 Jun 1998
81258,24 Aug 1998
81258,5 Nov 1998
81258,20 Nov 1998
81258,30 Dec 1998
81258,30 Dec 1998
81258,28 Jan 1999
81259,25 Oct 1996
81259,27 Sep 2004
81260,2 Oct 1995
81260,4 Apr 1997
81260,22 Dec 1997
81260,29 Jul 1998
81260,3 Aug 1998
81260,1 Dec 1998
81262,22 May 2002
81262,2 Sep 2003
81262,20 Jul 2004
81262,17 May 2005
81263,11 Mar 1998
81263,16 Feb 1999
81264,17 Aug 1995
81265,30 Oct 1995
81265,22 Jan 1998
81265,23 Apr 1998
81265,31 Dec 1998
81265,28 Jul 1999
81265,30 Jul 1999
81265,17 Jan 2000
81265,24 Jul 2000
81265,1 Aug 2002
81265,7 Oct 2002
81266,16 Mar 1995
81266,30 Apr 1995
81266,17 May 1995
81266,2 Jun 1995
81266,6 Jun 1995
81266,9 Jun 1995
81266,13 Jun 1995
81266,17 Aug 1995
81266,22 Aug 1995
81266,25 Oct 1995
81266,12 Dec 1995
81266,7 Mar 1996
81266,7 Mar 1996
81266,7 Mar 1996
81266,6 Jun 1996
81266,6 Jun 1996
81266,6 Jun 1996
81266,6 Jun 1996
81266,6 Jun 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,23 Jul 1996
81266,1 Oct 1996
81266,1 Oct 1996
81266,17 Oct 1996
81266,17 Dec 1996
81266,17 Dec 1996
81266,19 Dec 1996
81266,29 Jan 1997
81266,12 Mar 1997
81266,22 May 1997
81266,27 May 1997
81266,2 Jun 1997
81266,1 Jul 1997
81266,1 Jul 1997
81266,1 Jul 1997
81266,1 Jul 1997
81266,1 Jul 1997
81266,1 Jul 1997
81266,11 Sep 1997
81266,11 Sep 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,5 Nov 1997
81266,16 Jan 1998
81267,26 Apr 1995
81267,1 Mar 1996
81267,12 Aug 1996
81267,16 Apr 1997
81267,5 May 1997
81267,10 Jun 1997
81270,20 Jan 1997
81272,18 Apr 2000
81273,18 Aug 1997
81274,4 Mar 1996
81274,12 Mar 1996
81275,12 Dec 1995
81276,17 May 1996
81277,24 Mar 1997
81278,17 Oct 1996
81278,28 Oct 1998
81278,3 Jun 1999
81278,27 Oct 1999
81278,14 Feb 2000
81278,17 Feb 2005
81281,14 Nov 2000
81282,15 Jul 1996
81282,26 Sep 1996
81282,18 Mar 1997
81282,31 Mar 1997
81282,18 Apr 1997
81282,27 Apr 1998
81282,6 May 1998
81282,16 Jul 1998
81282,1 Sep 1998
81282,8 Mar 1999
81282,25 May 1999
81282,15 Jun 1999
81282,26 Jul 1999
81282,23 May 2000
81282,12 Jun 2000
81282,13 Dec 2004
81282,29 Jun 2005
81283,10 Jul 1997
81285,17 Dec 1996
81285,5 May 1997
81285,22 Jul 1998
81285,8 Dec 2005
81288,13 Jan 1993
81288,7 May 1996
81289,18 Sep 1998
81290,7 Mar 1996
81290,30 May 1996
81290,15 Jul 1998
81290,4 May 2000
81290,16 Nov 2000
81290,2 Jul 2002
81290,7 Aug 2002
81290,7 Aug 2002
81290,3 Apr 2003
81290,3 Apr 2003
81290,3 Apr 2003
81290,30 Nov 2004
81291,17 Apr 1996
81291,18 Feb 1997
81291,31 Oct 1997
81291,2 Sep 1998
81291,7 Jan 2002
81292,20 Jun 1995
81292,23 Jan 1996
81292,14 Nov 1996
81292,2 Apr 1997
81292,10 Dec 1998
81292,16 Dec 1998
81292,14 May 2004
81293,9 Nov 2005
81294,30 Sep 1998
81294,31 Mar 1999
81294,26 Mar 2001
81294,9 May 2002
81296,14 Jul 1983
81296,6 Oct 1983
81296,18 Nov 1983
81296,3 Feb 1984
81296,3 Jul 1984
81296,14 Jun 1985
81296,3 Feb 1986
81296,26 Oct 1987
81296,17 Feb 1988
81296,29 Feb 1988
81296,11 Feb 1994
81296,14 Aug 1995
81298,1 Oct 2000
81299,27 Oct 1997
81300,1 May 1998
81300,5 Oct 1998
81300,6 Oct 1998
81300,16 Nov 2000
81300,15 Feb 2001
81300,1 Aug 2001
81300,13 Jun 2002
81300,7 Oct 2002
81300,31 Oct 2002
81300,1 Apr 2004
81300,13 May 2004
81300,18 Apr 2005
81300,17 Nov 2005
81300,17 Nov 2005
81300,30 Dec 2005
81301,10 Oct 1994
81301,14 Nov 1994
81301,16 Jun 1995
81301,20 Feb 1996
81301,5 Jun 1996
81301,10 Jun 1998
81301,1 Jul 1998
81301,12 Aug 1998
81301,7 Jun 2000
81306,4 May 1998
81306,8 Nov 1999
81306,28 Feb 2000
81309,24 Oct 1994
81309,23 Aug 2000
81311,8 Apr 1996
81311,18 Feb 1997
81311,18 Dec 1997
81311,26 Apr 2001
81311,25 Jun 2001
81311,9 Nov 2005
81366,26 Dec 1984
81382,30 Sep 1987
81382,14 Oct 1987
81382,24 Nov 1987
81382,13 Feb 1990
81382,20 Jan 1993
81430,28 Apr 2003
81446,23 Jun 1981
81454,12 Oct 1989
81454,30 Nov 1989
81454,30 Nov 1989
81469,2 Sep 1998
81469,5 Nov 1998
81470,6 Jun 1997
81470,10 May 1999
81470,6 Oct 1999
81472,1 Jun 1999
81472,29 Sep 2000
81473,27 Apr 1998
81474,30 Apr 1996
81474,29 Jul 1996
81474,21 Oct 1996
81474,22 Apr 1997
81475,29 Dec 1997
81476,31 Jan 1996
81477,30 Sep 1996
81477,8 Apr 1997
81477,18 Nov 1997
81478,11 Oct 1994
81480,10 Sep 1998
81481,16 Jan 1996
81481,22 Jul 1998
81481,15 Jun 1999
81481,5 Apr 2000
81481,18 Sep 2001
81481,19 Nov 2002
81481,21 Mar 2005
81481,22 Feb 2006
81481,21 Nov 2006
81482,29 Oct 1996
81482,16 Apr 1997
81482,25 Apr 1997
81482,19 May 1997
81482,23 Sep 1998
81483,15 Jul 1997
81483,4 Oct 2001
81484,24 Apr 1996
81485,12 Jun 1995
81485,1 Nov 1995
81485,25 Sep 1997
81485,28 Jan 1998
81485,26 Oct 1998
81485,7 Apr 1999
81485,20 Apr 1999
81485,26 May 1999
81485,1 Nov 1999
81485,8 Mar 2000
81485,2 May 2000
81486,6 Jan 2000
81490,21 Dec 1995
81490,25 Mar 1996
81490,10 Jun 1996
81490,29 Jul 1996
81490,18 Dec 1996
81490,10 Dec 1997
81490,21 Jan 1999
81490,21 Oct 1999
81491,7 Oct 1999
81491,22 Jun 2001
81491,29 Jan 2002
81491,22 Mar 2002
81491,30 Apr 2004
81491,12 Jan 2005
81491,26 Oct 2005
81492,27 Mar 1995
81492,30 Sep 1996
81492,28 Oct 1996
81492,12 Dec 1996
81493,12 Jun 1995
81493,19 Sep 1996
81494,23 Aug 1988
81494,13 Oct 1992
81500,3 Nov 1995
81500,7 Mar 1996
81500,9 Apr 1996
81500,5 Aug 1996
81500,24 Mar 1997
81500,1 Oct 1997
81500,20 Jan 1999
81501,22 Feb 1996
81501,18 Aug 1997
81501,27 Oct 1998
81501,10 Jan 2003
81501,3 Dec 2003
81501,29 Apr 2005
81501,18 Oct 2005
81503,6 Aug 1998
81505,10 Jul 1995
81505,12 Mar 1996
81505,25 Mar 1996
81505,22 Aug 1996
81505,11 Oct 1996
81506,5 Aug 1998
81506,26 Oct 1998
81506,12 Jul 1999
81506,9 Sep 1999
81506,7 Feb 2000
81506,22 Feb 2000
81506,12 Jun 2000
81506,26 Jul 2000
81506,27 Jul 2000
81508,21 Aug 1995
81508,28 Aug 1998
81508,30 Aug 1999
81508,1 Dec 1999
81508,4 Feb 2003
81509,18 Nov 1997
81509,26 Oct 1998
81509,10 Feb 1999
81509,29 Feb 2000
81509,10 May 2000
81511,5 Oct 1998
81511,29 Dec 2000
81514,25 Jan 1996
81515,18 Oct 1995
81516,24 Jun 1994
81517,6 Nov 1992
81517,15 Feb 1994
81519,16 Apr 1998
81521,12 Jun 1995
81521,18 Sep 1995
81521,6 Dec 1995
81521,10 Jan 1996
81521,18 Jul 1996
81521,20 Aug 1996
81521,20 Aug 1996
81521,19 Feb 1997
81521,9 Jun 1997
81521,9 Jun 1997
81521,9 Jun 1997
81521,30 Oct 1997
81521,30 Oct 1997
81521,30 Oct 1997
81521,30 Oct 1997
81521,18 Jun 1998
81521,18 Jun 1998
81521,18 Jun 1998
81521,8 Dec 1998
81521,8 Dec 1998
81521,8 Dec 1998
81521,8 Dec 1998
81521,8 Dec 1998
81521,4 Apr 2000
81521,31 Jan 2001
81521,19 May 2003
81521,19 May 2003
81521,19 May 2003
81521,19 May 2003
81521,1 Oct 2003
81523,3 Apr 1995
81523,30 Jun 1995
81523,10 Aug 1995
81523,28 Aug 1995
81523,31 Aug 1995
81523,16 Oct 1995
81523,11 Dec 1995
81523,30 Jan 1996
81523,20 Feb 1996
81523,23 Apr 1996
81523,12 Sep 1996
81523,12 Sep 1996
81523,31 Jan 1997
81523,28 Feb 1997
81523,30 Apr 1997
81523,3 Jun 1997
81523,1 Oct 1998
81523,2 Nov 1998
81523,11 Jan 1999
81528,23 Sep 1980
81528,10 Nov 1981
81528,11 May 1982
81528,9 Jul 1982
81528,15 Jul 1982
81528,1 Sep 1982
81528,16 Sep 1982
81528,18 Jan 1983
81528,17 Feb 1983
81528,3 Feb 1984
81528,3 Oct 1985
81528,21 Oct 1985
81528,19 Jan 1990
81528,13 Apr 1994
81528,1 Mar 1996
81528,17 Apr 1996
81528,12 Jun 1996
81528,13 Mar 1997
81528,9 Feb 1998
81528,25 May 1998
81528,24 Jun 1999
81528,24 Nov 1999
81529,29 Jul 1996
81529,29 Jul 1996
81529,8 Aug 1996
81530,31 Jul 1996
81530,19 Nov 1997
81530,19 Nov 1998
81530,14 Apr 2000
81530,20 Dec 2001
81530,17 Jul 2002
81530,18 Feb 2005
81530,29 Jul 2005
81533,26 Oct 1995
81533,15 Dec 1995
81533,17 Apr 1996
81533,15 Jul 1996
81533,19 Dec 1996
81533,25 Jun 1998
81533,22 Oct 1998
81533,19 Aug 1999
81533,26 May 2000
81533,21 Jun 2001
81533,26 Mar 2003
81533,18 Dec 2003
81533,3 Mar 2004
81535,26 Oct 1992
81535,8 Aug 1994
81535,31 Oct 1994
81535,31 Oct 1994
81535,26 Feb 1996
81535,5 Jun 1996
81535,24 Jun 1997
81535,14 Aug 1997
81535,9 Jun 1998
81535,20 Jan 2000
81535,2 Feb 2000
81535,23 Feb 2000
81535,23 Feb 2000
81535,21 Feb 2001
81535,1 Nov 2001
81538,18 Sep 1995
81539,2 Apr 2001
81539,2 Apr 2003
81540,20 Jun 2002
81540,5 Nov 2002
81540,13 Dec 2002
81540,22 May 2003
81540,23 Jan 2004
81540,10 May 2004
81540,13 Aug 2004
81540,9 Feb 2005
81540,13 May 2005
81541,27 Dec 2001
81541,4 Nov 2002
81541,23 Jul 2003
81541,12 Jan 2004
81544,24 Jan 1996
81544,22 May 1996
81544,4 Sep 1998
81544,5 Nov 1999
81547,27 Sep 2004
81547,29 Mar 2006
81547,25 Oct 2006
81548,5 Jul 1994
81548,23 Oct 1995
81548,19 Mar 1997
81548,19 Mar 1997
81548,4 Jun 1997
81548,17 Nov 1997
81548,8 May 1998
81548,23 Sep 1998
81549,6 Mar 1996
81549,6 Sep 1996
81549,17 Apr 1998
81549,18 Sep 1998
81549,19 Mar 1999
81550,8 Aug 1995
81550,2 Oct 1995
81550,3 Nov 1997
81550,11 May 1998
81550,31 Dec 1998
81552,21 Jul 1998
81553,3 Sep 1997
81553,11 Feb 2000
81553,1 Dec 2000
81553,1 Mar 2005
81553,8 Nov 2006
81554,21 Aug 1995
81554,21 Aug 1995
81556,31 Aug 1999
81558,9 Oct 1997
81558,24 Oct 2001
81558,31 Jan 2003
81558,11 Feb 2004
81558,15 Sep 2004
81560,5 Jan 2001
81560,2 Apr 2002
81562,8 Nov 1996
81562,5 Jan 2000
81563,7 Oct 1998
81563,11 Jan 1999
81564,23 Sep 2002
81564,22 Jul 2003
81564,17 Sep 2003
81564,17 Nov 2003
81564,29 Sep 2004
81566,3 Apr 2002
81566,9 May 2002
81569,16 Jul 1990
81571,26 May 1995
81572,23 Jun 1997
81572,17 Dec 1997
81572,23 Dec 1997
81572,2 Feb 1998
81572,2 Feb 1998
81572,17 Apr 1998
81572,13 Oct 1998
81572,13 Oct 1998
81575,3 Jun 1997
81576,9 Dec 1997
81577,3 Feb 1995
81577,29 Mar 1996
81577,12 Jul 1996
81577,8 Sep 1998
81577,14 Apr 1999
81577,20 May 2003
81578,1 Sep 1998
81581,7 Jan 1997
81581,8 Jan 1998
81581,27 Jan 1999
81582,31 Dec 1996
81583,11 May 1993
81583,15 Aug 1994
81584,21 Dec 2005
81586,14 Sep 1998
81586,28 Mar 2000
81587,20 Jun 1995
81587,12 Sep 1995
81587,26 Jul 1999
81588,3 Dec 1996
81588,13 May 1997
81590,1 Apr 1996
81590,31 May 1996
81590,20 Aug 1998
81590,21 Jan 1999
81590,26 Aug 1999
81590,23 Nov 1999
81590,21 Dec 2000
81590,20 Nov 2002
81590,9 Dec 2002
81590,28 Sep 2004
81592,16 Oct 1995
81593,2 Jun 1995
81593,12 Oct 1995
81593,4 Mar 1996
81593,28 Jun 1996
81593,9 Sep 1996
81593,6 Mar 1997
81593,17 Mar 1998
81593,2 Feb 1999
81593,23 Mar 1999
81593,20 Apr 1999
81593,19 May 1999
81593,20 Jul 1999
81593,12 Jan 2000
81593,18 Apr 2000
81593,21 Aug 2000
81593,2 Oct 2000
81593,2 Apr 2001
81593,25 Jun 2001
81593,11 Dec 2001
81593,28 Aug 2002
81593,15 Jul 2003
81593,6 Jun 2005
81596,31 Mar 1995
81596,26 Jun 1995
81596,13 Sep 1995
81596,22 Sep 1995
81596,2 Feb 1996
81596,17 Apr 1996
81596,6 May 1996
81596,31 Oct 1996
81596,16 May 1997
81596,19 Jun 1997
81596,23 Jun 1997
81596,6 Oct 1997
81596,6 Oct 1997
81596,8 Oct 1997
81596,23 Oct 1997
81596,19 Nov 1997
81596,9 Jan 1998
81596,9 Jan 1998
81596,9 Jan 1998
81596,9 Jan 1998
81596,26 Jan 1998
81596,9 Feb 1998
81596,17 Mar 1998
81596,24 Jul 1998
81596,24 Jul 1998
81596,31 Aug 1998
81596,22 Sep 1998
81596,29 Oct 1998
81596,29 Oct 1998
81596,25 Jan 1999
81596,10 Feb 1999
81597,30 Sep 1991
81598,10 Aug 1995
81598,1 Dec 1995
81598,31 Oct 1997
81598,28 Oct 1998
81598,19 Jan 2000
81598,24 Mar 2003
81599,19 Feb 1997
81599,18 Jul 1997
81599,1 Aug 1997
81600,29 Feb 1996
81600,1 Apr 1997
81600,31 Dec 1998
81602,18 Nov 1996
81602,13 May 1997
81602,24 Sep 1998
81605,12 Mar 1996
81605,28 May 1997
81605,20 Nov 2000
81607,10 Nov 1997
81607,7 Jan 1998
81607,31 Aug 1998
81608,19 Oct 1995
81608,19 Mar 1996
81608,7 May 1996
81608,29 Oct 1996
81609,4 Feb 1994
81609,5 Apr 1994
81609,5 Apr 1994
81609,13 May 1994
81609,22 Jun 1994
81609,15 Aug 1994
81609,13 Oct 1995
81613,11 Aug 1997
81613,11 Jun 1998
81613,18 Jun 1998
81614,16 Feb 1999
81614,28 Jun 1999
81614,6 Jan 2003
81615,15 Nov 1995
81618,4 Jan 1996
81618,9 Mar 1999
81618,13 Jul 1999
81618,26 Aug 1999
81619,23 May 1995
81620,27 Aug 1996
81620,15 Apr 1997
81620,9 Apr 1999
81621,27 Oct 1999
81621,1 Jul 2000
81623,15 Dec 1995
81625,20 Sep 2001
81626,14 Oct 1998
81627,28 Jul 1995
81627,2 Aug 1995
81627,29 Mar 1996
81627,2 Feb 1998
81627,2 Feb 1998
81627,22 Mar 1999
81627,8 Nov 1999
81629,22 Mar 1996
81630,9 Dec 1994
81630,29 Jun 1995
81631,1 May 1996
81635,2 Sep 1997
81635,3 Sep 1997
81635,24 Feb 1998
81637,21 Nov 1995
81637,22 Dec 2000
81639,8 Apr 1998
81639,30 Apr 1998
81639,18 May 1998
81639,20 May 1998
81639,22 Jun 1998
81639,30 Jun 1998
81639,7 Jul 1998
81639,28 Aug 1998
81639,29 Sep 1998
81639,6 Nov 1998
81639,22 Dec 1998
81639,11 Jan 1999
81639,5 Mar 1999
81639,15 Mar 1999
81639,21 Jun 1999
81639,22 Jun 1999
81639,12 Aug 1999
81639,23 Aug 1999
81639,27 Sep 1999
81639,3 Dec 1999
81639,14 Dec 1999
81639,16 Dec 1999
81639,11 Jan 2000
81639,3 Feb 2000
81639,15 Feb 2000
81639,1 Mar 2000
81639,22 Mar 2000
81639,22 Mar 2000
81639,2 May 2000
81640,9 Apr 1998
81640,1 Feb 1999
81642,28 Sep 1995
81642,1 Dec 1997
81643,24 Nov 2000
81643,24 Nov 2000
81643,26 Feb 2001
81643,26 Mar 2001
81644,4 Feb 1999
81645,4 Jan 1996
81645,14 Nov 1996
81645,13 Dec 1998
81646,8 Jan 1999
81647,1 Apr 2002
81647,29 Nov 2005
81650,5 Apr 2001
81652,10 Aug 1993
81652,22 Dec 1998
81652,28 May 1999
81652,17 May 2002
81652,2 Dec 2002
81652,22 Jul 2004
81653,26 Nov 2001
81653,6 Dec 2002
81653,21 Jul 2003
81653,14 Dec 2004
81654,14 Jul 1995
81654,26 Nov 1996
81654,18 Sep 1997
81654,7 Apr 1999
81654,1 Jun 1999
81654,20 May 2003
81654,18 Aug 2003
81655,14 Dec 1995
81655,19 Sep 1996
81655,17 Dec 1997
81655,16 Dec 1998
81655,30 Aug 2000
81655,16 Jan 2002
81655,10 Mar 2003
81655,1 Aug 2003
81655,28 Sep 2004
81660,18 Aug 1997
81660,7 Oct 1997
81660,26 Jan 1998
81660,9 Feb 1998
81660,13 Mar 1998
81660,18 Mar 1998
81660,10 Apr 1998
81660,13 Oct 1999
81660,10 Nov 2003
81660,8 Jun 2004
81660,4 May 2005
81660,8 Jul 2005
81660,7 Dec 2005
81662,5 Apr 1982
81662,1 Aug 1986
81662,20 Oct 1987
81662,14 Dec 1987
81665,19 Oct 1999
81667,27 Jun 1995
81667,27 Jun 1995
81667,27 Jun 1995
81668,18 Sep 1995
81668,7 Dec 1995
81668,7 Jun 1996
81668,7 Jun 1996
81668,14 Aug 1996
81668,14 Aug 1996
81668,7 Oct 1996
81668,7 Oct 1996
81668,14 Oct 1996
81668,9 Jan 1997
81668,1 Apr 1997
81670,8 Dec 1999
81670,19 Apr 2001
81670,2 Jul 2001
81670,31 Oct 2005
81671,22 Dec 1997
81671,13 Aug 1998
81671,29 Apr 1999
81674,27 Jun 1996
81674,25 Feb 1999
81675,19 Sep 1996
81675,21 Feb 1997
81675,8 Apr 1997
81675,3 Dec 1997
81675,24 Feb 1998
81675,25 Feb 1998
81675,3 Mar 1998
81675,26 Mar 1998
81675,27 Mar 1998
81675,27 Mar 1998
81675,27 Mar 1998
81675,27 Mar 1998
81675,7 Apr 1998
81675,9 Apr 1998
81675,9 Apr 1998
81675,24 Jun 1998
81675,3 Mar 1999
81675,9 Sep 2003
81675,30 Jun 2005
81675,29 Jul 2005
81677,20 Jul 2000
81678,10 Sep 1998
81678,4 May 1999
81678,16 Oct 2003
81678,21 Oct 2003
81678,4 Jan 2005
81679,20 Jun 1994
